qid,response,gt_label
139,Jordi Pujol i Soley,"['Robert Key', 'Roger Berry', 'Stephen Hepburn', 'Nigel Evans', 'Gareth Thomas', 'Kevin Hughes', 'Norman Baker', 'Tony Banks, Baron Stratford', 'David Laws', 'Eric Illsley', 'Phil Hope', 'Sir Robert Smith', 'David Drew', 'Kevan Jones', 'Tim Yeo', 'Michael Lord', ""Mike O'Brien"", 'Charles Hendry', 'David Miliband', 'Eddie McGrady', 'Mark Tami', 'Vera Baird', 'David Taylor', 'Andrew Stunell', 'Alan Whitehead', 'Martin Linton', 'Howard Flight', 'Andrew Hunter', 'Peter Mandelson', 'John Cummings', 'Nicholas Winterton', 'Ronnie Campbell', 'Andrew Bennett', 'Nick Ainger', 'Tony Baldry', 'Dominic Grieve', 'John McFall, Baron McFall of Alcluith', 'Patrick Cormack, Baron Cormack', 'Michael Moore', 'Margaret Beckett', 'Edward Leigh', 'Nigel Jones, Baron Jones of Cheltenham', 'Bill Wiggin', 'Archie Norman', 'Gerald Howarth', 'Jack Straw', 'David Lammy', 'Eric Forth', 'Peter Pike', 'Angela Watkinson', 'Elfyn Llwyd', 'Tony Wright', 'Humfrey Malins', 'Rachel Squire', 'Barry Gardiner', 'Chris Bryant', 'Richard Allan, Baron Allan of Hallam', 'Phyllis Starkey', 'Mark Hoban', 'Jim Murphy', 'John Horam', 'John Gummer', 'Brian Wilson', 'John Austin', 'Damian Green', 'Caroline Spelman', 'Quentin Davies, Baron Davies of Stamford', 'Francis Maude', 'Tony McWalter', 'Gregory Campbell', 'Derek Foster, Baron Foster of Bishop Auckland', 'Jeffrey Ennis', 'Helen Southworth', 'Sandra Gidley', 'Owen Paterson', 'Jean Corston, Baroness Corston', 'Bob Spink', 'Michael Portillo', 'Ann McKechin', 'Liam Fox', 'Joe Benton', 'Richard Caborn', 'Michael Connarty', 'Patricia Hewitt', 'Alan Simpson', 'Bill Olner', 'Joan Ruddock', 'Siôn Simon', 'Tony Blair', 'Anne McGuire', 'Frank Cook', 'Greg Pope', 'Alan Duncan', 'Ian Taylor', 'Alan Campbell', 'Alan Johnson', 'Don Touhig', 'Roger Gale', 'Doug Naysmith', 'Tony McNulty', 'Elliot Morley', 'Win Griffiths', 'Peter Atkinson', 'Ivan Lewis', 'Keith Simpson', 'Hywel Francis', 'Adam Ingram', 'Chris Mullin', 'Sarah Teather', 'Paul Flynn', 'Gwyn Prosser', 'Andrew Smith', 'Sir George Young', 'Phil Willis, Baron Willis of Knaresborough', 'Jonathan Djanogly', 'Julie Morgan', 'David Hanson', 'Mark Lazarowicz', 'Oliver Heald', 'Martin McGuinness', 'Michael Trend', 'Brian Sedgemore', 'Ian McCartney', 'Dennis Turner, Baron Bilston', 'Peter Kilfoyle', 'Michael Wills', 'John Bercow', 'Peter Lilley', 'Denis MacShane', 'Gordon Prentice', 'David Willetts', 'Bill Cash', 'Tessa Jowell', 'Gillian Shephard', 'Shaun Woodward', 'Ian Pearson', 'Sally Keeble', 'Harriet Harman', 'Christine McCafferty', 'Andy Reed', 'Dennis Skinner', 'Boris Johnson', 'Tony Lloyd', 'Keith Vaz', 'John MacDougall', 'Gavin Strang', 'Ed Davey', 'Angela Eagle', 'Claire Ward', 'Douglas Hogg', 'David Hinchliffe', 'Mark Simmonds', 'Mark Fisher', 'Paddy Tipping', 'Stuart Bell', 'John Baron', 'Mark Todd', 'Helen Jackson', 'Greg Knight', 'Lembit Öpik', 'Vince Cable', 'Andrew Tyrie', 'David Lepper', 'Ian Paisley', 'Donald Anderson, Baron Anderson of Swansea', 'Clive Soley, Baron Soley', 'Jon Owen Jones', 'Stephen Pound', 'Bernard Jenkin', 'Crispin Blunt', 'Kenneth Clarke', 'Michael Martin', 'Mike Gapes', 'Michael Meacher', 'Nick Brown', 'Seamus Mallon', 'Julian Brazier', 'Betty Williams', 'Matthew Taylor, Baron Taylor of Goss Moor', 'Martin Smyth', 'David Clelland', 'John Healey', 'Fabian Hamilton', 'Phil Woolas', 'John Reid, Baron Reid of Cardowan', 'David Trimble', 'Diane Abbott', 'Frank Field', ""Edward O'Hara"", 'James Clappison', 'James Plaskitt', 'John Cryer', 'Angus Robertson', 'Glenda Jackson', 'Hugh Bayley', 'Nick Raynsford', 'Hazel Blears', 'David Tredinnick', 'Jon Cruddas', 'Bob Marshall-Andrews', 'Robert Walter', 'Henry Bellingham', 'David Ruffley', 'Stephen Ladyman', 'Terry Davis', 'Tom Clarke', 'Archy Kirkwood, Baron Kirkwood of Kirkhope', 'Nigel Griffiths', 'Clive Betts', 'Edward Garnier', 'Tom Harris', 'Pat Doherty', 'Tom Cox', 'George Foulkes, Baron Foulkes of Cumnock', ""Bill O'Brien"", 'Jeremy Corbyn', 'Martyn Jones', 'Bob Ainsworth', 'Malcolm Moss', 'Helen Jones', 'Jacqui Lait', 'Gregory Barker', 'John Smith', 'Bob Wareing', ""Stephen O'Brien"", 'Tom Levitt', 'David Heath', 'Andrew Robathan', 'John Pugh', 'Tommy McAvoy', 'Angela Browning', 'Stephen Byers', 'Bob Blizzard', 'Alan Williams', 'David Wilshire', 'Caroline Flint', 'Gerald Kaufman', 'Michael Howard', 'Tim Boswell', 'Jim Knight', 'Paul Stinchcombe', 'Michelle Gildernew', 'Derek Wyatt', 'Yvette Cooper', 'Nicholas Soames', 'Sylvia Hermon', 'John McWilliam', 'Eleanor Laing', 'Nigel Waterson', 'Pete Wishart', 'Bill Etherington', 'Jenny Tonge, Baroness Tonge', 'Angela Smith, Baroness Smith of Basildon', 'Austin Mitchell', 'Dawn Primarolo', 'Sylvia Heal', 'Chris Leslie', 'James Cran', 'Kevin Barron', 'George Osborne', 'Chris Grayling', 'Nigel Dodds', 'Philip Hammond', 'Annette Brooke', 'Chris Ruane', 'Simon Thomas', 'Alice Mahon', 'Ben Bradshaw', 'Peter Tapsell', 'Mike Wood', 'Linda Gilroy', 'Meg Munn', 'Hilary Armstrong', 'Jon Trickett', 'David Amess', 'John McDonnell', 'David Cameron', 'Roger Williams', 'Robin Cook', 'Jim Fitzpatrick', 'Jane Kennedy', 'John Burnett, Baron Burnett', 'Joan Walley', 'John Grogan', 'Alan Milburn', 'Jim Marshall', 'Jeffrey Donaldson', 'Dari Taylor', 'Alun Michael', 'Mike Hancock', 'Ann Winterton', 'Tony Cunningham', 'David Rendel', 'Mike Weir', 'Iris Robinson', 'David Maclean', 'Gordon Brown', 'Joan Ryan', 'Menzies Campbell', 'David Watts', 'Melanie Johnson', 'John Redwood', 'John Stanley', 'Clive Efford', 'Syd Rapson', 'John Denham', 'John Hume', 'Fiona Mactaggart', 'Frank Dobson', 'Don Foster', 'Andrew George', 'Andy Love', 'Tony Worthington', 'Margaret Hodge', 'William Hague', 'Richard Page', 'Steve McCabe', 'Paul Burstow', 'Andrew Lansley', 'David Cairns', 'Mike Hall', 'Dai Havard', 'Ann Widdecombe', 'John Hayes', 'Julian Lewis', 'Irene Adams, Baroness Adams of Craigielea', 'Albert Owen', 'Julie Kirkbride', 'Ernie Ross', 'John Maples, Baron Maples', 'Kevin McNamara', 'Terry Rooney', 'Geoffrey Clifton-Brown', 'Dan Norris', 'Oliver Letwin', 'Ross Cranston', 'Des Browne, Baron Browne of Ladyton', 'Derek Conway', 'Hywel Williams', 'Andrew Miller', 'Michael Clapham', 'Alan Meale', 'Lindsay Hoyle', 'Michael Mates', 'Richard Burden', 'Lynda Clark, Baroness Clark of Calton', 'Tim Collins', 'Joyce Quin, Baroness Quin', 'John Robertson', 'Ian Davidson', 'Eric Joyce', 'Douglas Alexander', 'Ann Taylor, Baroness Taylor of Bolton', 'Graham Stringer', 'Mark Oaten', 'Simon Hughes', 'Jacqui Smith', 'John Randall', 'Oona King', 'Estelle Morris, Baroness Morris of Yardley', 'Kelvin Hopkins', 'Eric Martlew', 'Anthony Steen', 'Andrew Murrison', 'Harry Cohen', 'Ian Liddell-Grainger', 'Stephen Twigg', 'Rosie Winterton', 'Tom Brake', 'John Hutton, Baron Hutton of Furness', 'Ann Cryer', 'David Davis', 'David Stewart', 'Maria Eagle', 'Marsha Singh', 'Roy Beggs', 'James Paice', 'Janet Anderson', 'Virginia Bottomley', 'Geraint Davies', 'John Greenway', 'Patrick Mercer', 'Gerry Steinberg', 'Hugo Swire', 'Huw Irranca-Davies', 'Barry Sheerman', 'Calum MacDonald', 'Mark Field', 'Lewis Moonie, Baron Moonie', 'Margaret Moran', 'David Crausby', 'Tim Loughton', 'John Butterfill', 'Jack Cunningham, Baron Cunningham of Felling', 'Neil Gerrard', 'Peter Viggers', 'Jim Dowd', 'Gerry Sutcliffe', 'Paul Beresford', 'Gillian Merron', 'Mark Prisk', 'Kevin Brennan', 'Alistair Carmichael', 'Michael John Foster', 'Piara Khabra', 'Peter Robinson', 'Karen Buck', 'Gordon Marsden', 'Stephen Timms', 'Richard Shepherd', 'Richard Ottaway', 'Jimmy Wray', 'Roger Casale', 'Jimmy Hood', 'Stephen Dorrell', 'Ken Purchase', 'Richard Bacon', 'Frank Doran', 'Mark Hendrick', 'Paul Boateng', 'Nick Gibb', 'Alan Keen', 'Alan Haselhurst', 'Sydney Chapman', 'Michael Fabricant', 'David Winnick', 'Michael Jack', 'Peter Hain', 'Eric Pickles', 'Norman Lamb', 'Annabelle Ewing', 'Desmond Swayne', 'David Chidgey, Baron Chidgey', 'Brian Mawhinney, Baron Mawhinney', 'Khalid Mahmood', 'Doug Henderson', 'Lynne Jones', 'Malcolm Wicks', 'Ann Keen', 'Patrick Hall', 'Graham Brady', 'Gisela Stuart', 'Paul Murphy', 'Nick Palmer', 'Anne Begg', 'Harry Barnes', 'Alex Salmond', 'Simon Burns', 'Jim Cunningham', 'Alistair Burt', 'Barbara Roche', 'James Arbuthnot', 'George Howarth', 'David Chaytor', 'Helen Liddell, Baroness Liddell of Coatdyke', 'John Battle', 'Bill Rammell', 'Nick Harvey', 'Graham Allen', 'Andrew Dismore', 'Bridget Prentice', 'Andrew Rosindell', 'Adam Price', 'Des Turner', 'Rudi Vis', 'Vernon Coaker', 'Wayne David', 'James Gray', 'Peter Ainsworth', 'Anne McIntosh', 'Cheryl Gillan', 'Peter Luff', 'John Wilkinson', 'Roger Godsiff', 'Chris Smith, Baron Smith of Finsbury', 'Stephen Hesford', 'Sandra Osborne', 'Denzil Davies', 'Michael Spicer, Baron Spicer', 'Gerry Adams', ""Martin O'Neill, Baron O'Neill of Clackmannan"", 'Tam Dalyell', 'Chris Mole', 'Peter Bottomley', 'David Blunkett', 'Gwyneth Dunwoody', 'Marion Roe', 'Patsy Calton', 'Brian White', 'Louise Ellman', 'Hugh Robertson', 'Bruce George', 'Charles Clarke', 'George Galloway', 'Liz Blackman', 'Iain Duncan Smith', 'Alan Howarth, Baron Howarth of Newport', 'Keith Bradley, Baron Bradley', 'David Curry', 'Laurence Robertson', 'Claire Curtis-Thomas', 'John Mark Taylor', 'James Purnell', 'Jim Dobbin', 'Siobhain McDonagh', 'John Mann', 'Hilary Benn', 'Derek Twigg', 'Paul Tyler, Baron Tyler', 'John Spellar', 'Steve Webb', 'Kate Hoey', 'Malcolm Bruce', 'Charles Kennedy', 'Geoffrey Robinson', 'Evan Harris', 'Christopher Chope', 'David Marshall', 'David Lidington', 'Ray Powell', 'Brian Donohoe', 'Gary Streeter', 'John Thurso', 'Ruth Kelly', 'Keith Hill', 'Chaudhry Mohammad Sarwar', 'Paul Goggins', 'Brian Jenkins', 'Mark Francois', 'Teddy Taylor', 'John Whittingdale', 'Theresa May', 'Michael Fallon', 'Andrew Mitchell', 'Ian Lucas', 'Tom Watson', 'John Prescott', 'Clare Short', 'Barbara Follett', 'Andy Burnham', 'Ann Coffey', 'Patrick McLoughlin', 'Andrew Turner', 'George Mudie', 'David Heathcoat-Amory', 'David Atkinson', 'Richard Spring, Baron Risby', 'Andrew Selous', 'Martin Salter', 'Ashok Kumar', 'Andrew MacKay', 'Adrian Bailey', 'Robert V. Jackson', 'Ann Clwyd', 'Robert Syms', 'Martin Caton', 'Kim Howells', 'Paul Farrelly', 'John Heppell']"
140,Chris Marples,"['Iain Dunn', 'Jon McCarthy', 'Chris Marples', 'Bob Colville', 'Nigel Hart', 'Mike Cook', 'Dean Kiely', 'Gordon Staniforth', 'Shaun Reid', 'Neil Grayson', 'Darren Tilley', 'Lee Rogers', 'Paul McLoughlin', 'Ian Helliwell', 'Ricky Greenough', 'Mark Cartwright', 'Martin Butler', 'Timothy Hotte', 'Dale Banton', 'Steve Spooner', 'Alan Whitehead', 'Nigel Pepper', 'Phil Wilson', 'Ray Warburton', 'Kevin Dixon', 'Adrian Shaw', 'Tom Kelly', 'Riccardo Gabbiadini', 'Steve Bushell', 'Mick Heathcote', 'Scott Endersby', 'Paul Shepstone', 'Jim Branagan', 'Alan Hay', 'Paul Barnes', 'Roger Eli', 'Andy Curtis', 'Stuart McKenzie', 'Graham Cooper', 'Mark Bradshaw', 'Andy McMillan', 'Phil Crosby', 'Kevan Smith', 'Craig Madden', 'Gary Hurlstone', 'Tony Barratt']"
141,Miguel Ángel Villanueva,"['Bernard Saugey', 'Michel Mercier', 'Patrick Malavieille', 'Alain Journet', 'Alain Moyne-Bressand', 'Bernard Schreiner', 'Roland Povinelli', 'Olivier Richefou', 'Bruno Retailleau', 'Philippe Dallier', 'Christian Dupuy', 'Jean-Luc Drapeau', 'Cédric Perrin', 'Jean Puech', 'Bernard Fournier', 'Claude Haut', 'Yves Daudigny', 'Philippe Richert', 'Philippe Madrelle', 'Jacques Berthou', 'Jean-Luc Mélenchon', 'Pierre Louault', 'Jean-Claude Mathis', 'Didier Rambaud', 'Jacques Gautier', 'Pierre Estève', 'Jean-Jacques Delvaux', 'Dominique Dord', 'Serge Dassault', 'Françoise Laurent-Perrigot', 'André Viola', 'Guy-Dominique Kennel', 'Louis Le Pensec', 'Claude Jeannerot', 'Jean-Louis Tourenne', 'Philippe Esnol', 'Jean Bizet', 'Jean-François Mancel', 'Damien Alary', 'André Vallini', 'Gilbert Baumet', 'Dominique Souchet', 'François Bonhomme', 'Gabriel Amard', 'Claude Belot', 'André Chassaigne', 'Patrick Weiten', 'Alain Chrétien', 'Daniel Dubois', 'François Marc', 'Marc Laménie', 'Christian Favier', 'Jacques Lamblin', 'Gilbert Sauvan', 'Henri de Raincourt', 'Pierre Jarlier', 'Félix Leyzour']"
142,Filippo Citterio,"['Antonio De Vitis', 'Enrico Nicolini', 'Raffaele Di Fusco', 'Roberto Amodio', 'Pietro Puzone', 'Luciano Castellini', 'Raimondo Marino', 'Beniamino Abate', 'Ciro Muro', 'Enrico Maniero', 'Adolfo Sormani', 'Costanzo Celestini', 'Claudio Pellegrini', 'Moreno Ferrario', 'Paolo Benedetti', 'Walter Speggiorin', 'Oscar Damiani', 'Luigi Caffarelli', 'Angelo Frappampina', 'Francesco Palo', 'Filippo Citterio', 'Antonio Carannante', 'Armando Cascione', 'Roberto Scarnecchia', 'Gaetano Musella', 'Ramón Díaz', 'Dirceu', 'Paolo Dal Fiume', 'Mario Guidetti', 'Antonio Criscimanni', 'Giuseppe Volpecina', 'Agostino Iacobelli', 'Pasquale Casale', 'Claudio Vinazzani', 'Massimo Palanca', 'Simone Boldini', 'Claudio Vagheggi', 'Marco Masi', 'Antonio Capone', 'Luciano Marangon', 'Gianni De Rosa']"
143,"Llin Golding, Baroness Golding","['Shulamit Aloni', 'Limor Livnat', 'Moshe Shahal']"
144,José Miguel Pérez García,"['Petra Pau', 'Gesine Lötzsch']"
145,Gérson da Silva,"['Silas Pereira', 'José Carlos da Costa Araújo', 'Müller', 'Almir de Souza Fraga', 'Bebeto', 'Túlio Maravilha', 'Carlos Alberto Bianchezi', 'Andrade', 'Bismarck Barreto Faria', 'Celso Moreira Valdeir', 'Sérgio Guedes', 'Paulo César Batista', 'Charles Fabian Figueiredo Santos', 'Dunga', 'Bobô', 'Romário', 'Valdo Filho', 'Careca', 'André Cruz', 'Ricardo Rocha', 'Neto', 'Mauro Galvão', 'Wagner Fernando Velloso', 'Branco', 'João Paulo', 'Geovani Faria da Silva', 'Carlos Augusto José de Lira', 'Nílson Esidio Mora', 'Gilmar Rinaldi', 'Acácio Cordeiro Barreto', 'Aldair', 'Carlos Roberto Gallo', 'Gil Baiano', 'Mazinho Oliveira', 'Toninho Cecílio', 'Mazinho', 'Antônio Benedito da Silva', 'Moacir Rodrigues Santos', 'César Sampaio', 'Edivaldo Martins Fonseca', 'Josimar', 'Paulo Roberto Curtis Costa', 'Vivinho', 'Tita', 'Cristóvão Borges', 'Renato Gaúcho', 'Cléber Américo da Conceição', 'Zinho', 'Marcelo Djian', 'Antônio Rinaldo Gonçalves', 'Bernardo Fernandes da Silva', 'Cláudio Taffarel', 'Gérson da Silva', 'Edu Manga', 'Hamilton de Souza', 'Adílson Batista', 'Edu Marangon', 'Jorginho', 'Baltazar Maria de Morais Júnior', 'Alemão', 'Donizete Oliveira', 'Leonardo Araújo', 'Júlio César', 'Luiz Carlos Winck', 'Leovegildo Lins da Gama Júnior', 'Jorginho', 'Cafu', 'Raí', 'Carlos Mozer', 'Uidemar', 'Márcio Roberto dos Santos', 'Ricardo Gomes']"
146,Fredrik Reinfeldt,"['Philippe Beaussant', 'Salome Zurabishvili', 'Xavier Darcos', 'Christophe Castaner', 'Pierre Cardo', 'Alain Journet', 'Daniel Roche', 'Hervé Coutau-Bégarie', 'Roland Recht', 'Bruno Retailleau', 'Gilbert Dagron', 'Philippe Contamine', 'Claude Nicolet', 'Philippe Boutry', 'Jacques Kosciusco-Morizet', 'André Vauchez', 'Bernard Fournier', 'Yves Saint-Geours', 'Gilles Bourdouleix', 'Pierre-Jean Rémy', 'Paul Bouteiller', 'François de Mazières', 'Bernard Deschamps', 'Giovanni Nencioni', 'Dominique Noguez', ""Yannick d'Escatha"", 'Edmond Reboul', 'Jean-Pierre Mahé', 'Jean Dutourd', 'Georges Fenech', 'Jacques Boyon', 'Gilbert Baumet', 'Régis Debray', 'Alain Larcan', 'Claude Belot', 'Jean-Christophe Rufin', 'Yvon Bourges', 'Jacqueline de Romilly', 'Claude Cheysson', 'Jean Favier', 'Marc Smith', 'Jean-Claude Pecker', 'Philippe Laurent', 'Marie-Claude Vaillant-Couturier', 'Michel Mercier', 'Emmanuel Ethis', 'Louis Schweitzer', 'Paul Guichonnet', 'Edmonde Charles-Roux', 'Jean Bricmont', 'Agnès Saal', 'Michel Melot', 'Philippe Hamon', 'Anne-Marie Garat', 'Jean Jouzel', 'André Lebeau', 'Élise Lucet', 'Claude Fuzier', 'Sylvie Faucheux', 'Éliane Viennot', 'Antoine Sfeir', 'Jean-Robert Pitte', 'François Fillon', 'Philippe Lazar', 'Pierre Louault', 'François Nourissier', 'Olivier Ferrand', 'Marc Fumaroli', 'Jean-François Jarrige', 'Horst Neugart', 'Jean-Marie Dentzer', 'François Chamoux', 'Georges-Paul Wagner', 'Ivar Ekeland', 'Louis Terreaux', 'Anatoli Komaritsyne', 'René Rémond', 'Michèle Leduc', 'Bertrand Monthubert', 'Yves Pouliquen', 'Philippe Rapeneau', 'Jean-Noël Jeanneney', 'Damien Alary', 'Ahmed Osman', 'Hervé Gaymard', 'Alain Terrenoire', 'Philippe Marini', 'André Bercoff', 'Ramon Alberch i Fugueras', 'Jean Irigoin', 'Gabriel de Broglie', 'Bernard Dorin', 'Louis Vogel', 'Jean-Lou Chameau', 'Édouard Philippe', 'Rémi Mathis', 'Zdravko Hebel', 'Henri de Raincourt', 'Hervé Bazin', 'Jacques Monfrin', 'Fleur Pellerin', ""Jean d'Ormesson"", 'Jean Orizet', 'Pascale Bourgain', 'Morris B. Abram', 'Angelo Rinaldi', 'Lucien Bély', 'Pierre Joliot', 'Jean Mesnard', 'Jean-Louis Debré', 'André Magnan', 'Catherine Bréchignac', 'Jean Lassalle', 'Grzegorz Rozenberg', 'Françoise Thébaud', 'Jean Claude Ameisen', 'Pierre Léna', 'Housni Benslimane', 'Jacques Andreani', 'Elinor Ostrom', 'Raimon Carrasco', 'Jean-Pierre Bourguignon', 'Monique Adolphe', 'Mark Takano', 'Jean-Pierre Changeux', 'Roland Dumas', 'Carlos Ferrer Salat', 'Robert Turcan', 'Jacques Revel', 'Jean Haritschelhar', 'Alain Decaux', 'Michel Germa', 'Alain Bensoussan', 'Jean Pierre Babelon', 'Roland Drago', 'Luc Beyer', 'Marcelo Rebelo de Sousa', 'Axel Kahn', 'Bernard Barbiche', 'Jacques Biot', 'Robert Darnton', 'Toshio Hirano', 'Yves Détraigne', 'Tiennot Grumbach', 'Jacques Le Groignec', 'Philippe Levillain', 'Patrick Gérard', 'Robert-Henri Bautier', 'Jean-Antoine Giansily', 'Helene Ahrweiler', 'Alain Dumait', 'Jean-Claude Lehmann', 'Pascal Salin', 'Pierre Bérégovoy', 'Gérard Collomb', 'Jean Baubérot', 'Danièle Hervieu-Léger', 'Mathieu Gallet', 'John R. Saul', 'François Weil', 'Pierre Bourdieu', 'Gérard Fayolle', 'Jean Richard', 'Hichem Djaït', 'Jean Marcadé', 'Arnaud Viala', 'Claude Gauvard', 'Antoine Duhamel', 'Jean-François Colosimo', 'Bernard Pottier', 'Georges Le Rider', 'Arnaud Danjean', 'Jean-François Sirinelli', 'Jacques Maillet', 'Malek Boutih', 'Lluís Maria de Puig', 'Emmanuel Poulle', 'Yves-Marie Bercé', 'Alexandre Moatti', 'Jean-Yves Le Drian', 'Édouard Brézin', 'Jean Ferrat', 'Jacques-Louis Lions', 'Marc Augé', 'Francesc Xavier Tubert i Alsina', 'Robert Badinter', 'Josu Urrutia', 'Loïc Depecker', 'Pierre Guidoni', 'Bruno Neveu', 'Vinicio Peluffo', 'Jacques Fontaine', 'Gabriel Amard', 'Michel Pastoureau', 'Mathias Bernard', 'Christian Vanneste', 'John L. Hennessy', 'Linda Gottfredson', 'Bernard Meunier', 'Maryvonne de Saint-Pulgent']"
147,Jacob Murphy,"['Mark Phillips', 'Bedsenté Gomis', 'Julian Bennett', 'Anthony Straker', 'Conor Clifford', 'Cauley Woodrow', 'Mitchell Pinnock', 'Stephen McLaughlin', 'Freddy Eastwood', 'Jerome Binnom-Williams', 'Jamar Loza', 'Cian Bolger', ""Luke O'Neill"", 'Lee Barnard', 'Shaq Coulthirst', 'Isaac Layne', 'Jacob Murphy', 'Mads Ibenfeldt', ""John-Joe O'Toole"", 'Seedy Njie', 'Barry Corr', 'Marc Laird', 'John Egan', 'Craig Reid', 'Adam Thompson']"
148,Costanzo Celestini,"['Antonio De Vitis', 'Enrico Nicolini', 'Mauro Bellugi', 'Livio Pin', 'Raimondo Marino', 'Sauro Catellani', 'Enrico Maniero', 'Walter Speggiorin', 'Tarcisio Catanese', 'Pellegrino Valente', 'Ruben Buriani', 'Marco De Simone', 'Daniel Bertoni', 'Filippo Citterio', 'Paolo Dal Fiume', 'Marcello Marrocco', 'Gaetano Musella', 'Armando Cascione', 'Massimo Filardi', 'Giuseppe Taglialatela', 'Giuseppe Volpecina', 'Domenico Caso', 'Ciro Ferrara', 'Diego Maradona', 'Bruno Giordano', 'Simone Boldini', 'Claudio Vagheggi', 'Antonio Capone', 'Roberto Badiani', 'Francesco Romano', 'Vittorio Cozzella', 'Paolo Miano', 'Massimiliano Favo', 'Adolfo Sormani', 'Oscar Damiani', 'Ciro Ferrara', 'Giovanni Francini', 'Ramón Díaz', 'Vincenzo Marino', 'Davide Lampugnani', 'Valerio Majo', 'Claudio Vinazzani', 'Massimo Palanca', 'Marco Masi', 'Luciano Marangon', 'Claudio Garella', 'Francesco Baiano', 'Eraldo Pecci', 'Ciro Muro', 'Claudio Pellegrini', 'Luigi Caffarelli', 'Angelo Frappampina', 'Roberto Scarnecchia', 'Mario Guidetti', 'Giovanni Improta', 'Agostino Iacobelli', 'Pasquale Casale', 'Roberto Filippi', 'Alessandro Renica', 'Raffaele Di Fusco', 'Roberto Amodio', 'Pietro Puzone', 'Alessandro Romano', 'Luciano Castellini', 'Careca', 'Beniamino Abate', 'Erasmo Lucido', 'Costanzo Celestini', 'Moreno Ferrario', 'Paolo Benedetti', 'Attilio Tesser', 'Fernando De Napoli', 'Walter De Vecchi', 'Salvatore Bagni', 'Francesco Palo', 'Andrea Carnevale', 'Antonio Carannante', 'Dirceu', 'Antonio Criscimanni', 'Andrea Agostinelli', 'Domenico Penzo', 'Rosario Pergolizzi', 'Ugo Napolitano', 'Gianni De Rosa']"
149,Tom Platt,"['Jon Parkin', 'George Taft', 'Ryan Bowman', 'Moses Ashikodi', 'Anthony Straker', 'Callum Rzonca', 'Michael Gash', 'Leon Constantine', 'Duane Courtney', 'Jonathan Greening', 'Scott Brown', 'Michael Collins', ""Luke O'Neill"", 'Brad Halliday', 'Marvin McCoy', 'Chris Dickinson', 'Neil Barrett', 'Charlie Cooper', 'Aidan Chippendale', 'Clarke Carlisle', 'David McDermott', 'Ryan Jarvis', 'Scott Fenwick', 'John McCombe', 'Robbie Weir', 'Daniel Kearns', 'Rhys Turner', 'Arron Jameson', 'Craig Clay', 'Mike Atkinson', 'Michael Potts', 'Russell Penn', 'Deon Burton', 'Sander Puri', 'Ben Swallow', 'Matty Dixon', 'Tom Allan', ""Jack O'Connell"", 'Bradley Fewster', 'Clovis Kamdjo', 'Ryan Brobbel', 'Nick Pope', 'Paddy McLaughlin', 'Ryan Brunt', 'Steve Torpey', 'Alex Cisak', 'Lindon Meikle', 'Matty Blair', 'Luke Simpson', 'Alex Rodman', 'David Knight', 'Elliott Whitehouse', 'Stéphane Zubar', 'Lewis Montrose', 'Chris Kettings', 'Eugen Bopp', 'Jon Challinor', 'John McGrath', 'Cameron Murray', 'Wes Fletcher', 'Mark Kitching', 'Adam Reed', 'Lanre Oyebanjo', 'Alex Whittle', 'Liam Darville', 'Luke Woodland', 'Lee Bullock', 'Ben Everson', 'Eddie Nolan', 'Ashley Chambers', ""Josh O'Hanlon"", 'Andre Boucaud', ""Stefan O'Connor"", 'Luke Hendrie', 'Danny Blanchett', 'Keith Lowe', 'Jason Mooney', 'Danny Racchi', 'Paul Musselwhite', 'Shaun Rooney', 'Kyle Cameron', 'Bryn Morris', 'Shaun Miller', 'Michael Rankine', 'Matthew Blinkhorn', 'Jamal Fyfield', 'Josh Carson', 'John McReady', 'Dave Winfield', 'Oli Johnson', 'Jordan Lussey', 'Levi Mackin', 'Tom Platt', 'Danny Pilkington', 'James Meredith', 'Carlton Morris', 'Scott Kerr', 'Charlie Taylor', 'Curtis Obeng', 'Erik Tønne', 'Aaron McCarey', 'Chris Doig', 'Ben Gibson', 'Peter Till', 'Richard Cresswell', 'Jamie Reed', 'Diego De Girolamo', 'Chris Smith', 'Shaq Coulthirst', 'Luke Summerfield', 'Sean Newton', 'Shaq McDonald', 'David McDaid', 'Kenny McEvoy', 'Alex Lawless', 'Jason Walker', 'Bobby Olejnik', 'Jonathan Smith', 'Tom Chamberlain', 'Scott Dobie', 'Liam Henderson', 'Calvin Andrew', 'Femi Ilesanmi', 'Chris Carruthers', 'Greg Young']"
150,,"['Mike Stowell', 'Mike Cook', 'Roger Jones', 'Gordon Staniforth', 'John Byrne', 'Ricky Sbragia', 'Sean Haslegrave', 'Simon Mills', 'Mick Pickering', 'Lee Rogers', 'Hugh Atkinson', 'Viv Busby', 'Ian Helliwell', 'Gary Ford', 'Richard Dawson', 'Malcolm Crosby', 'Chris Evans', 'Steve Richards', 'Martin Butler', 'Dale Banton', 'Alan Whitehead', 'Phil Wilson', 'Marco Gabbiadini', 'Keith Walwyn', 'Riccardo Gabbiadini', 'Brian Pollard', 'Mike Astbury', 'Gary Nicholson', 'Scott Endersby', 'Alan Hay', 'Stuart McKenzie', 'Andy McMillan', 'Steve Senior', 'John MacPhail', 'John Lowey', 'David Buchanan', 'Keith Houchen']"
151,,"['Mary Landrieu', 'Susan Collins']"
